Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Survived,Title,FamilySize,FamilyType,Child,Mother
3,male,9.0,0,2,20.525,U,S,1,Master,3.0,SmallFamily,1.0,0.0
3,male,28.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,20.0,0,0,7.8542,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,34.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,32.0,0,0,15.0458,D,C,0,Mr,1.0,Singletone,0.0,0.0
3,male,39.0,0,0,7.925,U,S,1,Mr,1.0,Singletone,0.0,0.0
3,male,22.0,0,0,9.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,6.0,3,1,25.4667,U,S,0,Master,5.0,LargeFamily,1.0,0.0
2,male,19.0,0,0,10.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,38.0,1,0,90.0,C,S,1,Mr,2.0,SmallFamily,0.0,0.0
3,female,8.0,3,1,21.075,U,S,0,Miss,5.0,LargeFamily,1.0,0.0
3,male,16.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,1.0,0.0
3,male,37.0,1,0,17.4,U,S,1,Mr,2.0,SmallFamily,0.0,0.0
3,female,35.0,1,1,20.25,U,S,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,28.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.2292,U,C,0,Mr,1.0,Singletone,0.0,0.0
2,male,54.0,1,0,26.0,U,S,0,Officer,2.0,SmallFamily,0.0,0.0
3,female,17.0,1,2,23.45,U,S,0,Miss,4.0,SmallFamily,1.0,0.0
3,female,18.0,0,1,9.35,U,S,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,26.0,0,0,7.8875,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,17.0,0,0,8.05,U,S,0,Miss,1.0,Singletone,1.0,0.0
2,male,31.0,1,1,26.25,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
3,male,30.0,0,0,7.25,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,46.0,0,0,79.2,U,C,0,Mr,1.0,Singletone,0.0,0.0
1,male,25.0,1,0,91.0792,B,C,1,Mr,2.0,SmallFamily,0.0,0.0
1,female,50.0,1,1,211.5,C,C,1,Mrs,3.0,SmallFamily,0.0,1.0
1,male,71.0,0,0,49.5042,U,C,0,Mr,1.0,Singletone,0.0,0.0
3,male,32.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,40.0,0,0,7.225,U,C,0,Mr,1.0,Singletone,0.0,0.0
1,female,39.0,0,0,211.3375,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,male,26.0,1,0,7.8542,U,S,0,Mr,2.0,SmallFamily,0.0,0.0
2,male,63.0,1,0,26.0,U,S,0,Mr,2.0,SmallFamily,0.0,0.0
1,male,4.0,0,2,81.8583,A,S,1,Master,3.0,SmallFamily,1.0,0.0
2,female,31.0,1,1,26.25,U,S,1,Mrs,3.0,SmallFamily,0.0,1.0
3,female,21.0,0,0,7.75,U,Q,0,Miss,1.0,Singletone,0.0,0.0
3,female,5.0,2,1,19.2583,U,C,1,Miss,4.0,SmallFamily,1.0,0.0
2,male,40.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.75,F,Q,0,Mr,1.0,Singletone,0.0,0.0
3,male,12.0,1,0,11.2417,U,C,1,Master,2.0,SmallFamily,1.0,0.0
3,female,19.0,1,0,16.1,U,S,0,Mrs,2.0,SmallFamily,0.0,0.0
3,female,2.0,0,1,12.2875,U,S,1,Miss,2.0,SmallFamily,1.0,0.0
2,male,25.0,0,0,10.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,41.0,0,0,13.0,U,S,0,Officer,1.0,Singletone,0.0,0.0
3,female,32.0,0,0,8.1125,U,S,0,Mrs,1.0,Singletone,0.0,0.0
1,male,35.0,0,0,26.2875,E,S,1,Mr,1.0,Singletone,0.0,0.0
1,female,24.0,3,2,263.0,C,S,1,Miss,6.0,LargeFamily,0.0,0.0
3,male,29.0,3,1,22.025,U,S,1,Mr,5.0,LargeFamily,0.0,0.0
3,male,28.0,0,0,8.6625,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,1.0,1,1,12.1833,U,S,0,Miss,3.0,SmallFamily,1.0,0.0
3,male,34.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,17.0,0,0,8.1375,U,Q,0,Miss,1.0,Singletone,1.0,0.0
3,female,37.0,0,0,7.75,U,Q,0,Miss,1.0,Singletone,0.0,0.0
2,female,34.0,1,1,32.5,U,S,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,28.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,13.0,4,2,31.3875,U,S,0,Master,7.0,LargeFamily,1.0,0.0
1,male,19.0,3,2,263.0,C,S,0,Mr,6.0,LargeFamily,0.0,0.0
1,male,45.0,1,1,134.5,E,C,1,Mr,3.0,SmallFamily,0.0,0.0
1,female,55.0,0,0,27.7208,U,C,1,Mrs,1.0,Singletone,0.0,0.0
3,female,17.0,0,0,7.75,U,Q,0,Miss,1.0,Singletone,1.0,0.0
1,male,45.0,0,0,26.55,B,S,0,Officer,1.0,Singletone,0.0,0.0
3,male,4.0,4,2,31.275,U,S,0,Master,7.0,LargeFamily,1.0,0.0
2,female,45.0,0,2,30.0,U,S,1,Mrs,3.0,SmallFamily,0.0,1.0
1,female,30.0,0,0,164.8667,C,S,1,Miss,1.0,Singletone,0.0,0.0
1,male,41.0,0,0,30.0,D,S,1,Mr,1.0,Singletone,0.0,0.0
1,female,22.0,1,0,66.6,C,S,1,Mrs,2.0,SmallFamily,0.0,0.0
2,male,8.0,0,2,32.5,U,S,1,Master,3.0,SmallFamily,1.0,0.0
1,female,29.0,0,0,221.7792,C,S,1,Miss,1.0,Singletone,0.0,0.0
3,male,40.0,1,5,31.3875,U,S,0,Mr,7.0,LargeFamily,0.0,0.0
3,male,41.0,0,0,7.85,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.3125,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,26.0,1,1,29.0,U,S,1,Mr,3.0,SmallFamily,0.0,0.0
3,female,17.0,1,0,15.5,U,Q,1,Miss,2.0,SmallFamily,1.0,0.0
1,male,37.0,1,0,53.1,C,S,0,Mr,2.0,SmallFamily,0.0,0.0
2,male,34.0,1,0,26.0,U,S,0,Mr,2.0,SmallFamily,0.0,0.0
3,male,28.0,0,0,7.2292,U,C,1,Mr,1.0,Singletone,0.0,0.0
3,female,26.0,1,1,22.025,U,S,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,10.0,3,2,27.9,U,S,0,Master,6.0,LargeFamily,1.0,0.0
2,female,24.0,1,2,65.0,U,S,1,Miss,4.0,SmallFamily,0.0,0.0
1,male,33.0,0,0,211.5,C,C,0,Mr,1.0,Singletone,0.0,0.0
3,female,18.0,0,0,7.4958,U,S,1,Miss,1.0,Singletone,0.0,0.0
2,female,45.0,1,1,26.25,U,S,1,Mrs,3.0,SmallFamily,0.0,1.0
1,female,51.0,1,0,77.9583,D,S,1,Mrs,2.0,SmallFamily,0.0,0.0
1,male,41.0,0,0,26.0,U,S,1,Mr,1.0,Singletone,0.0,0.0
3,male,6.0,1,1,14.5,U,S,0,Master,3.0,SmallFamily,1.0,0.0
3,male,32.0,0,0,56.4958,U,S,1,Mr,1.0,Singletone,0.0,0.0
2,male,44.0,1,0,26.0,U,S,0,Mr,2.0,SmallFamily,0.0,0.0
3,female,19.0,1,1,15.7417,U,C,1,Mrs,3.0,SmallFamily,0.0,1.0
2,female,5.0,1,2,27.75,U,S,1,Miss,4.0,SmallFamily,1.0,0.0
3,male,27.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,9.0,5,2,46.9,U,S,0,Master,8.0,LargeFamily,1.0,0.0
3,male,28.0,0,0,7.225,U,C,0,Mr,1.0,Singletone,0.0,0.0
1,female,59.0,2,0,51.4792,C,S,1,Mrs,3.0,SmallFamily,0.0,0.0
3,male,28.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,33.0,0,0,151.55,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,female,20.0,1,0,26.0,U,S,1,Miss,2.0,SmallFamily,0.0,0.0
3,female,41.0,0,2,20.2125,U,S,0,Mrs,3.0,SmallFamily,0.0,1.0
3,female,22.0,0,0,10.5167,U,S,0,Miss,1.0,Singletone,0.0,0.0
3,male,27.0,0,0,8.6625,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,17.0,0,0,7.55,U,S,0,Miss,1.0,Singletone,1.0,0.0
3,male,28.0,0,0,6.4375,U,C,0,Mr,1.0,Singletone,0.0,0.0
3,male,21.0,0,0,7.25,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,26.0,1,0,136.7792,C,C,1,Mrs,2.0,SmallFamily,0.0,0.0
2,female,30.0,1,0,13.8583,U,C,1,Miss,2.0,SmallFamily,0.0,0.0
3,male,47.0,0,0,7.25,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,17.0,0,0,8.6625,U,S,0,Mr,1.0,Singletone,1.0,0.0
2,female,54.0,1,3,23.0,U,S,1,Mrs,5.0,LargeFamily,0.0,1.0
3,male,21.0,0,0,7.7333,U,Q,0,Mr,1.0,Singletone,0.0,0.0
1,male,41.0,0,0,31.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,21.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,36.0,0,0,9.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,18.0,0,0,7.775,U,S,0,Miss,1.0,Singletone,0.0,0.0
1,male,13.0,2,2,262.375,B,C,1,Master,5.0,LargeFamily,1.0,0.0
3,male,35.0,0,0,6.4375,U,C,0,Mr,1.0,Singletone,0.0,0.0
3,male,21.0,0,0,7.7958,U,S,1,Mr,1.0,Singletone,0.0,0.0
3,male,25.0,0,0,7.7417,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,male,22.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,42.0,1,0,52.0,U,S,0,Mr,2.0,SmallFamily,0.0,0.0
2,male,17.0,0,0,73.5,U,S,0,Mr,1.0,Singletone,1.0,0.0
1,male,50.0,1,1,211.5,C,C,0,Mr,3.0,SmallFamily,0.0,0.0
2,female,26.0,1,1,26.0,U,S,0,Mrs,3.0,SmallFamily,0.0,1.0
1,female,24.0,0,0,69.3,B,C,1,Mrs,1.0,Singletone,0.0,0.0
1,female,45.0,0,1,59.4,U,C,1,Mrs,2.0,SmallFamily,0.0,1.0
1,male,62.0,0,0,26.55,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,67.0,1,0,221.7792,C,S,0,Mr,2.0,SmallFamily,0.0,0.0
1,female,28.0,3,2,263.0,C,S,1,Miss,6.0,LargeFamily,0.0,0.0
3,male,27.0,0,0,8.6625,U,S,1,Mr,1.0,Singletone,0.0,0.0
1,male,37.0,1,1,52.5542,D,S,1,Mr,3.0,SmallFamily,0.0,0.0
3,female,18.0,2,0,18.0,U,S,0,Miss,3.0,SmallFamily,0.0,0.0
2,male,32.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,18.0,1,0,14.4542,U,C,0,Mr,2.0,SmallFamily,0.0,0.0
1,male,58.0,0,0,29.7,B,C,0,Mr,1.0,Singletone,0.0,0.0
2,female,4.0,1,1,23.0,U,S,1,Miss,3.0,SmallFamily,1.0,0.0
2,female,22.0,1,2,41.5792,U,C,1,Mrs,4.0,SmallFamily,0.0,1.0
1,male,33.0,0,0,26.55,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,36.0,1,1,24.15,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
3,male,25.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,47.0,0,0,38.5,E,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,2.0,3,1,21.075,U,S,0,Master,5.0,LargeFamily,1.0,0.0
1,male,46.0,0,0,26.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,29.0,0,0,7.2292,U,C,0,Mr,1.0,Singletone,0.0,0.0
3,male,25.0,0,0,7.7958,U,S,1,Mr,1.0,Singletone,0.0,0.0
1,female,43.0,1,0,52.0,C,S,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,50.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,32.0,1,0,14.4542,U,C,0,Mrs,2.0,SmallFamily,0.0,0.0
2,female,29.0,0,2,23.0,U,S,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,24.0,0,0,7.8542,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,19.0,0,0,14.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,35.0,1,0,57.75,C,C,1,Mrs,2.0,SmallFamily,0.0,0.0
3,female,17.0,3,1,25.4667,U,S,0,Miss,5.0,LargeFamily,1.0,0.0
3,male,6.0,0,1,12.475,E,S,1,Master,2.0,SmallFamily,1.0,0.0
1,female,60.0,0,0,76.2917,D,C,1,Mrs,1.0,Singletone,0.0,0.0
2,male,28.0,0,0,10.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,39.0,0,0,7.25,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,16.0,0,0,7.775,U,S,0,Mr,1.0,Singletone,1.0,0.0
3,male,6.0,0,0,7.2292,U,C,0,Master,1.0,Singletone,1.0,0.0
3,female,3.0,3,1,21.075,U,S,0,Miss,5.0,LargeFamily,1.0,0.0
1,female,51.0,0,1,39.4,D,S,1,Mrs,2.0,SmallFamily,0.0,1.0
2,male,35.0,0,0,26.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,14.0,0,0,7.8542,U,S,0,Miss,1.0,Singletone,1.0,0.0
2,male,52.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,38.0,0,0,227.525,C,C,1,Miss,1.0,Singletone,0.0,0.0
3,male,23.0,0,0,9.225,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,female,28.0,1,0,24.0,U,C,1,Mrs,2.0,SmallFamily,0.0,0.0
1,male,57.0,1,0,146.5208,B,C,0,Mr,2.0,SmallFamily,0.0,0.0
3,male,28.0,2,0,7.925,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
1,male,41.0,0,0,27.7208,U,C,0,Mr,1.0,Singletone,0.0,0.0
2,female,33.0,0,0,21.0,U,S,0,Mrs,1.0,Singletone,0.0,0.0
2,male,32.0,0,0,10.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,1,9,69.55,U,S,0,Mr,11.0,LargeFamily,0.0,0.0
1,male,53.0,0,0,28.5,C,C,1,Officer,1.0,Singletone,0.0,0.0
1,female,17.0,1,0,108.9,C,C,1,Mrs,2.0,SmallFamily,1.0,0.0
3,male,28.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,24.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,39.0,1,1,79.65,E,S,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,41.0,0,0,15.1,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,41.0,0,5,39.6875,U,S,0,Mrs,6.0,LargeFamily,0.0,1.0
3,female,2.0,1,1,20.2125,U,S,0,Miss,3.0,SmallFamily,1.0,0.0
3,male,28.0,0,0,7.75,U,Q,0,Mr,1.0,Singletone,0.0,0.0
1,female,47.0,1,1,52.5542,D,S,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,11.0,5,2,46.9,U,S,0,Master,8.0,LargeFamily,1.0,0.0
1,female,43.0,0,1,211.3375,B,S,1,Mrs,2.0,SmallFamily,0.0,1.0
1,female,19.0,1,0,91.0792,B,C,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,25.0,0,0,7.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,9.0,4,2,31.3875,U,S,0,Master,7.0,LargeFamily,1.0,0.0
1,male,44.0,2,0,90.0,C,Q,0,Officer,3.0,SmallFamily,0.0,0.0
1,male,36.0,1,2,120.0,B,S,1,Mr,4.0,SmallFamily,0.0,0.0
3,male,28.0,0,0,7.55,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,1.0,1,2,151.55,C,S,1,Master,4.0,SmallFamily,1.0,0.0
1,female,50.0,0,0,28.7125,C,C,0,Miss,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.2292,U,C,0,Mr,1.0,Singletone,0.0,0.0
2,male,59.0,0,0,13.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,17.0,0,0,7.75,U,Q,1,Miss,1.0,Singletone,1.0,0.0
3,male,39.0,0,0,7.925,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,54.0,1,0,55.4417,C,C,1,Mr,2.0,SmallFamily,0.0,0.0
1,female,43.0,1,0,89.1042,C,C,1,Mrs,2.0,SmallFamily,0.0,0.0
1,female,39.0,0,0,108.9,C,C,1,Royalty,1.0,Singletone,0.0,0.0
3,male,36.0,0,0,7.25,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,65.0,0,0,26.55,E,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.225,U,C,0,Mr,1.0,Singletone,0.0,0.0
3,female,1.0,1,2,20.575,U,S,1,Miss,4.0,SmallFamily,1.0,0.0
1,female,27.0,1,1,247.5208,B,C,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,28.0,0,0,7.2292,F,C,0,Mr,1.0,Singletone,0.0,0.0
1,male,29.0,0,0,27.7208,D,C,0,Mr,1.0,Singletone,0.0,0.0
2,male,21.0,2,0,73.5,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
3,male,26.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,43.0,1,0,51.8625,D,S,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,35.0,0,0,7.125,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,42.0,0,0,26.2875,E,S,1,Mr,1.0,Singletone,0.0,0.0
1,male,41.0,0,0,29.7,C,C,1,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.775,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,31.0,1,0,18.0,U,S,0,Mrs,2.0,SmallFamily,0.0,0.0
3,female,27.0,0,0,7.8792,U,Q,0,Miss,1.0,Singletone,0.0,0.0
3,female,19.0,1,0,7.8542,U,S,1,Miss,2.0,SmallFamily,0.0,0.0
3,male,17.0,0,0,8.6625,U,S,0,Mr,1.0,Singletone,1.0,0.0
3,female,32.0,1,1,15.5,U,Q,0,Mrs,3.0,SmallFamily,0.0,1.0
3,male,22.0,0,0,7.125,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,23.0,1,0,113.275,D,C,1,Miss,2.0,SmallFamily,0.0,0.0
1,female,37.0,1,0,90.0,C,Q,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,18.0,0,0,8.3,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,17.0,0,0,7.7333,U,Q,0,Miss,1.0,Singletone,1.0,0.0
3,male,16.0,4,1,39.6875,U,S,0,Mr,6.0,LargeFamily,1.0,0.0
1,female,45.0,0,1,63.3583,D,C,1,Mrs,2.0,SmallFamily,0.0,1.0
2,male,70.0,0,0,10.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,21.0,1,0,9.825,U,S,0,Miss,2.0,SmallFamily,0.0,0.0
3,female,30.0,0,0,12.475,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,male,20.0,0,0,7.925,U,S,1,Mr,1.0,Singletone,0.0,0.0
1,male,21.0,0,1,77.2875,D,S,0,Mr,2.0,SmallFamily,0.0,0.0
3,female,9.0,3,2,27.9,U,S,0,Miss,6.0,LargeFamily,1.0,0.0
2,female,24.0,0,0,13.0,F,S,1,Miss,1.0,Singletone,0.0,0.0
3,female,32.0,0,2,22.3583,U,C,1,Mrs,3.0,SmallFamily,0.0,1.0
3,male,41.0,0,2,14.5,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
1,female,36.0,0,0,31.6792,A,C,0,Miss,1.0,Singletone,0.0,0.0
1,female,30.0,0,0,56.9292,E,C,1,Miss,1.0,Singletone,0.0,0.0
3,female,45.0,0,0,7.75,U,S,0,Miss,1.0,Singletone,0.0,0.0
3,male,12.0,1,1,14.5,U,S,0,Master,3.0,SmallFamily,1.0,0.0
3,male,22.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,49.0,1,1,110.8833,C,C,0,Mr,3.0,SmallFamily,0.0,0.0
3,female,4.0,0,2,22.025,U,S,1,Miss,3.0,SmallFamily,1.0,0.0
3,male,28.0,0,0,7.75,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,male,4.0,1,1,11.1333,U,S,1,Master,3.0,SmallFamily,1.0,0.0
1,male,55.0,0,0,50.0,C,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,21.0,0,0,7.8208,U,Q,1,Mr,1.0,Singletone,0.0,0.0
1,female,43.0,1,0,133.65,U,S,1,Mrs,2.0,SmallFamily,0.0,0.0
3,female,17.0,0,0,7.75,U,Q,1,Miss,1.0,Singletone,1.0,0.0
1,female,48.0,1,0,106.425,C,C,1,Mrs,2.0,SmallFamily,0.0,0.0
3,female,32.0,0,0,7.2292,U,C,1,Mrs,1.0,Singletone,0.0,0.0
3,female,27.0,0,2,11.1333,U,S,1,Mrs,3.0,SmallFamily,0.0,1.0
2,male,19.0,0,0,13.0,F,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.7292,U,Q,0,Mr,1.0,Singletone,0.0,0.0
1,male,28.0,0,0,47.1,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,38.0,1,0,71.2833,C,C,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,18.0,2,2,34.375,U,S,0,Mr,5.0,LargeFamily,0.0,0.0
2,male,32.0,0,0,13.8625,U,C,1,Mr,1.0,Singletone,0.0,0.0
2,female,38.0,0,0,13.0,U,S,0,Miss,1.0,Singletone,0.0,0.0
2,female,35.0,0,0,21.0,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,male,28.0,0,0,7.75,U,Q,1,Mr,1.0,Singletone,0.0,0.0
2,male,14.0,0,0,65.0,U,S,0,Mr,1.0,Singletone,1.0,0.0
3,male,28.0,0,0,24.15,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,male,31.0,0,0,7.925,U,S,1,Mr,1.0,Singletone,0.0,0.0
2,male,31.0,1,1,37.0042,U,C,0,Mr,3.0,SmallFamily,0.0,0.0
2,male,25.0,0,0,31.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,31.0,0,0,134.5,E,C,1,Miss,1.0,Singletone,0.0,0.0
1,male,30.0,0,0,45.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,34.0,1,1,14.4,U,S,0,Mr,3.0,SmallFamily,0.0,0.0
3,male,21.0,0,0,7.225,U,C,0,Mr,1.0,Singletone,0.0,0.0
1,female,30.0,0,0,106.425,U,C,1,Miss,1.0,Singletone,0.0,0.0
3,female,33.0,1,2,20.575,U,S,1,Mrs,4.0,SmallFamily,0.0,1.0
3,male,22.0,0,0,7.7958,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,42.0,0,0,13.0,U,S,0,Officer,1.0,Singletone,0.0,0.0
3,male,51.0,0,0,8.05,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,39.0,1,5,31.275,U,S,0,Mrs,7.0,LargeFamily,0.0,1.0
2,female,42.0,0,0,13.0,U,S,1,Mrs,1.0,Singletone,0.0,0.0
2,female,24.0,1,2,65.0,U,S,1,Miss,4.0,SmallFamily,0.0,0.0
1,male,26.0,0,0,30.0,C,C,1,Mr,1.0,Singletone,0.0,0.0
2,male,47.0,0,0,15.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,35.0,0,0,7.75,U,Q,0,Miss,1.0,Singletone,0.0,0.0
2,male,29.0,1,0,27.7208,U,C,0,Mr,2.0,SmallFamily,0.0,0.0
1,female,48.0,0,0,25.9292,D,S,1,Mrs,1.0,Singletone,0.0,0.0
2,male,23.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,9.0,1,1,15.2458,U,C,1,Miss,3.0,SmallFamily,1.0,0.0
3,male,26.0,0,0,7.775,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,36.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,female,32.0,1,0,16.1,U,S,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,28.0,0,0,6.8583,U,Q,0,Mr,1.0,Singletone,0.0,0.0
2,male,18.0,0,0,11.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,30.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,27.0,0,0,30.5,U,S,1,Mr,1.0,Singletone,0.0,0.0
3,male,14.0,5,2,46.9,U,S,0,Mr,8.0,LargeFamily,1.0,0.0
2,male,25.0,0,0,13.0,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,male,52.0,0,0,13.5,U,S,0,Mr,1.0,Singletone,0.0,0.0
2,female,29.0,1,0,26.0,U,S,1,Mrs,2.0,SmallFamily,0.0,0.0
1,female,33.0,0,0,86.5,B,S,1,Royalty,1.0,Singletone,0.0,0.0
2,female,34.0,0,0,13.0,U,S,1,Miss,1.0,Singletone,0.0,0.0
3,male,24.0,0,0,7.55,U,S,1,Mr,1.0,Singletone,0.0,0.0
3,female,30.0,0,0,8.6625,U,S,0,Miss,1.0,Singletone,0.0,0.0
3,male,33.0,0,0,7.775,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,19.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,28.0,2,0,21.6792,U,C,0,Mr,3.0,SmallFamily,0.0,0.0
3,female,32.0,0,0,14.5,U,S,0,Mrs,1.0,Singletone,0.0,0.0
1,female,43.0,1,0,146.5208,B,C,1,Mrs,2.0,SmallFamily,0.0,0.0
3,male,28.0,0,0,7.75,U,Q,0,Mr,1.0,Singletone,0.0,0.0
3,female,36.0,0,2,12.1833,U,S,0,Mrs,3.0,SmallFamily,0.0,1.0
1,male,40.0,0,0,27.7208,U,C,0,Royalty,1.0,Singletone,0.0,0.0
3,male,28.0,1,0,6.4375,U,C,0,Mr,2.0,SmallFamily,0.0,0.0
1,male,11.0,1,2,120.0,B,S,1,Master,4.0,SmallFamily,1.0,0.0
3,female,39.0,0,5,29.125,U,Q,0,Mrs,6.0,LargeFamily,0.0,1.0
3,male,40.0,0,0,7.8958,U,S,0,Mr,1.0,Singletone,0.0,0.0
3,male,20.0,0,0,7.925,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,male,30.0,1,0,57.75,C,C,1,Mr,2.0,SmallFamily,0.0,0.0
3,male,32.0,0,0,7.925,U,S,0,Mr,1.0,Singletone,0.0,0.0
1,female,48.0,1,0,39.6,A,C,1,Royalty,2.0,SmallFamily,0.0,0.0
